icici_code,nse_symbol,company_name,series,isin_code,group,group_source,industry,industry_source,nifty_company_name,nse_macro,nse_sector,nse_industry_info,nse_basic_industry
RAYMON,RAYMOND,Raymond Limited,EQ,INE301A01014,Raymond Group,corporate_group_repository.xlsx,Realty,ind_NiftySmallcap500_list.csv,Raymond Ltd.,,,,
RAYREA,RAYMONDREL,Raymond Realty Limited,EQ,INE1SY401010,,,Realty,ind_NiftySmallcap500_list.csv,Raymond Realty Ltd.,,,,
RAYSYN,RAYMONDSYN,Racron,EQ,INE616A01023,,,,,,,,,
RBDEN,RNBDENIMS,R And B Denims Limited,BE,INE012Q01021,Apparel Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
RBLBAN,RBLBANK,Rbl Bank Limited,EQ,INE976G01028,RBL Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,RBL Bank Ltd.,,,,
RBZJEW,RBZJEWEL,Rbz Jewellers Limited,EQ,INE0PEQ01016,,,Gems Jewellery And Watches,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
RCF,RCF,Rashtriya Chemicals & Fertiliz,EQ,INE027A01015,Rashtriya Chemicals & Fertiliz Group,corporate_group_repository.xlsx,Chemicals,ind_niftytotalmarket_list.csv,Rashtriya Chemicals & Fertilizers Ltd.,,,,
RCVL,RCAPVL,Reliance Capital Ventures Limi,EQ,INE331H01016,,,,,,,,,
REAVAL,REALVALAPL,Real Value Appliances Ltd,EQ,INE980C01011,,,,,,,,,
RECCOL,RECKCOLMAN,Reckitt Benckiser (India) Ltd,EQ,INE274A01013,,,,,,,,,
REDIND,REDINGTON,Redington Limited,EQ,INE891D01026,Redington (F) Group,corporate_group_repository.xlsx,Services,ind_niftytotalmarket_list.csv,Redington Ltd.,,,,
REDLIM,REDTAPE,Redtape Limited,EQ,INE0LXT01019,Redtape Group,corporate_group_repository.xlsx,Footwear,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
REFIND,REFEX,Refex Industries Limited,EQ,INE056I01025,,,Chemicals,ind_niftytotalmarket_list.csv,Refex Industries Ltd.,,,,
REFRE1,REFEX-RE,Refex Industries Rights Entitl,BE,INE056I20017,,,INDUSTRIAL GAS,nse_getSymbolData.basicIndustry,,ENERGY,OIL & GAS,GAS,INDUSTRIAL GAS
REGCER,REGENCERAM,Regency Ceramics Limited,EQ,INE277C01012,Regency Ceramics Group,corporate_group_repository.xlsx,Ceramics,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
REGLEA,AEROENTER,Aeroflex Enterprises Limited,EQ,INE065D01027,Sat Group,corporate_group_repository.xlsx,Iron & Steel Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
REGRES,REGAAL,Regaal Resources Limited,EQ,INE0MHO01029,,,Other Agricultural Products,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
REL100,NIF100BEES,Nippon India Etf Nifty 100,EQ,INF204K014N5,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
REL150,MID150BEES,Nippon Ind Etf Nif Midcap 150,EQ,INF204KB1V68,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
RELBAN,RELBANK,Reliance Shares Banking Etf,EQ,INF733I01028,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
RELCAP,RELCAPITAL,Reliance Capital Limited,BE,INE013A01015,Reliance Group [Anil Ambani],corporate_group_repository.xlsx,Investment Company,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Investment Company
RELCHE,RELCHEMQ,Reliance Chemotex Industries L,EQ,INE750D01016,Reliance Chemotex Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
RELCOM,RCOM,Reliance Communications Limite,BE,INE330H01018,Reliance Group [Anil Ambani],corporate_group_repository.xlsx,Telecom - Cellular & Fixed line services,nse_getSymbolData.basicIndustry,,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
RELCON,CONSUMBEES,Nippon India Etf Consumption,EQ,INF204KA1LD7,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
RELDAT,RELIABLE,Reliable Data Services Ltd,EQ,INE375Y01018,Reliable Group,corporate_group_repository.xlsx,Other Financial Services,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Other Financial Services
RELDEF,SWANDEF,Swan Defence N Heavy Indus Ltd,BE,INE542F01020,,,Ship Building & Allied Services,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
RELDIV,DIVOPPBEES,Nippon India Etf Div Opportun,EQ,INF204KA1MS3,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
RELENE,RENVL,Reliance Energy Ventures Ltd,EQ,INE329H01010,,,,,,,,,
RELENT,RELIGARE,Religare Enterprises Ltd,EQ,INE621H01010,Religare group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,Religare Enterprises Ltd.,,,,
RELFOO,RELAXO,Relaxo Footwears Limited,EQ,INE131B01039,Relaxo group,corporate_group_repository.xlsx,Consumer Durables,ind_niftytotalmarket_list.csv,Relaxo Footwears Ltd.,,,,
RELGIL,LTGILTBEES,Nippon India Etf Long Term Gil,EQ,INF204KB1882,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
RELGOL,RELGOLD,Reliance Shares Gold Etf,EQ,INF733I01010,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
RELII,RIIL,Reliance Industrial Infrastruc,EQ,INE046A01015,Reliance Group [Mukesh Ambani],corporate_group_repository.xlsx,Logistics Solution Provider,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Logistics Solution Provider
RELIND,RELIANCE,Reliance Industries,EQ,INE002A01018,Reliance Group [Mukesh Ambani],corporate_group_repository.xlsx,Oil Gas & Consumable Fuels,ind_niftytotalmarket_list.csv,Reliance Industries Ltd.,,,,
RELINF,RELINFRA,Reliance Infrastructure Ltd,BE,INE036A01016,Reliance Group [Anil Ambani],corporate_group_repository.xlsx,Power,ind_niftytotalmarket_list.csv,Reliance Infrastructure Ltd.,,,,
RELMED,RBN,Reliance Broadcast Network Lim,EQ,INE445K01018,Reliance Group [Anil Ambani],corporate_group_repository.xlsx,Media & Entertainment,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
RELNAT,RNRL,Reliance Natural Resources Lim,EQ,INE328H01012,,,TRADING - GAS,nse_getSymbolData.basicIndustry,,ENERGY,OIL & GAS,GAS,TRADING - GAS
RELNIF,RELNIFTY,R Shares Nifty Etf,EQ,INF204KA1EU6,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
RELNIP,NAM-INDIA,Nippon Life Ind Asset Manageme,EQ,INE298J01013,Nippon Life India Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,Nippon Life India Asset Management Ltd.,,,,
RELPET,RPL,Reliance Petroleum Ltd,EQ,INE475H01011,,,,,,,,,
RELPOW,RPOWER,Reliance Power Limited,EQ,INE614G01033,Reliance Group [Anil Ambani],corporate_group_repository.xlsx,Power,ind_niftytotalmarket_list.csv,Reliance Power Ltd.,,,,
RELRE1,RIL-RE,Reliance Indus Rights Entitle,BE,INE002A20018,,,,,,,,,
REMIND,REMSONSIND,Remsons Industries Ltd,EQ,INE474C01023,,,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
RENJEL,RGL,Renaissance Global Limited,EQ,INE722H01024,Renaissance Group,corporate_group_repository.xlsx,Gems Jewellery And Watches,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
RENSUG,RENUKA,Shree Renuka Sugars Ltd,EQ,INE087H01022,Wilmar (F) Group,corporate_group_repository.xlsx,Fast Moving Consumer Goods,ind_niftytotalmarket_list.csv,Shree Renuka Sugars Ltd.,,,,
RENV20,NV20BEES,Nippon India Etf Nv20,EQ,INF204KB18I3,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
REPHOM,REPCOHOME,Repco Home Finance Limited,EQ,INE612J01015,Repco Group,corporate_group_repository.xlsx,Housing Finance Company,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Housing Finance Company
REPIND,REPRO,Repro India Ltd,EQ,INE461B01014,Repro Group,corporate_group_repository.xlsx,Printing & Publication,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication
RESIND,RESPONIND,Responsive Industries Limited,EQ,INE688D01026,Responsive group,corporate_group_repository.xlsx,Furniture Home Furnishing,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing
RESMIN,RMMIL,Resurgere Mines & Minerals Ind,BE,INE774I01031,Resurgere Group,corporate_group_repository.xlsx,,,,,,,
REVCP,SEMAC,Semac Construction Limited,EQ,INE617A01013,O C L Group,corporate_group_repository.xlsx,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
REVEQI,RVTH,Revathi Equipment India Ltd,EQ,INE0DAB01012,,,Industrial Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
RHETMT,RHETAN,Rhetan Tmt Limited,EQ,INE0KKN01029,Rhetan Group,corporate_group_repository.xlsx,Iron & Steel Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
RICAUT,RICOAUTO,Rico Auto Industries Ltd,EQ,INE209B01025,Rico Auto Inds. Group,corporate_group_repository.xlsx,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
RISINS,RISHABH,Rishabh Instruments Limited,EQ,INE0N2P01017,Rishabh Instruments Group,corporate_group_repository.xlsx,Other Electrical Equipment,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
RITLIM,RITES,Rites Limited,EQ,INE320J01015,Rites  Group,corporate_group_repository.xlsx,Construction,ind_niftytotalmarket_list.csv,RITES Ltd.,,,,
RITLOG,RITCO,Ritco Logistics Limited,EQ,INE01EG01016,Ritco Group,corporate_group_repository.xlsx,Logistics Solution Provider,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Logistics Solution Provider
RKEPRO,RKEC,Rkec Projects Limited,EQ,INE786W01010,R K E C Projects Group,corporate_group_repository.xlsx,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
RKSWA,RKSWAMY,R K Swamy Limited,EQ,INE0NQ801033,,,Advertising & Media Agencies,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Media,Advertising & Media Agencies
RMDRI,RMDRIP,R M Drip Sprinklers System Ltd,EQ,INE219Y01026,,,Plastic Products - Industrial,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
ROBHOT,RHL,Robust Hotels Limited,EQ,INE508K01013,Saraf Group,corporate_group_repository.xlsx,Hotels & Resorts,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
ROHFER,ROHITFERRO,Rohit Ferro-Tech Limited,EQ,INE248H01012,SKP Group,corporate_group_repository.xlsx,Iron & Steel,nse_getSymbolData.basicIndustry,,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
ROLLAT,ROLLT,Rollatainters Ltd,BE,INE927A01040,Rollatainers Group,corporate_group_repository.xlsx,Packaging,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Packaging
ROLRIN,ROLEXRINGS,Rolex Rings Limited,EQ,INE645S01024,,,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ROOIN,ROOFITIND,Roofit Industries Ltd.,EQ,INE743A01017,,,,,,,,,
ROSBIO,ROSSARI,Rossari Biotech Limited,EQ,INE02A801020,Rossari Biotech Group,corporate_group_repository.xlsx,Specialty Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
ROSIN,ROSSELLIND,Rossell India Limited,EQ,INE847C01020,Rossell Group,corporate_group_repository.xlsx,Tea & Coffee,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
ROSIND,ROSSELL,Rossell Industries Ltd,EQ,INE166D01015,,,,,,,,,
ROSTEC,ROSSTECH,Rossell Techsys Limited,EQ,INE0OJW01016,,,Aerospace & Defense,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
ROTPUM,ROTO,Roto Pumps Ltd,EQ,INE535D01037,,,Compressors Pumps & Diesel Engines,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
ROUMOB,ROUTE,Route Mobile Ltd,EQ,INE450U01017,Route Mobile group,corporate_group_repository.xlsx,Telecommunication,ind_niftytotalmarket_list.csv,Route Mobile Ltd.,,,,
ROYORC,ROHLTD,Royal Orchid Hotels Ltd,EQ,INE283H01019,Royal Orchid Group,corporate_group_repository.xlsx,Hotels & Resorts,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
RPGCAB,RPGCABLES,Rpg Cables Ltd,EQ,INE145A01015,,,,,,,,,
RPGLIF,RPGLIFE,Rpg Life Sciences Limited,EQ,INE105J01010,RPG Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
RPGTRA,RPGTLTD,Rpg Transmission Ltd,EQ,INE621A01015,,,,,,,,,
RPPINF,RPPINFRA,Rpp Infra Projects Limited,EQ,INE324L01013,R P P Infra Projects Group,corporate_group_repository.xlsx,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
RPPRE1,RPP-RE,Rpp Infra Projects Rights Ent,BE,INE324L20013,,,CONSTRUCTION CIVIL,nse_getSymbolData.basicIndustry,,MANUFACTURING,CONSTRUCTION,CONSTRUCTION,CONSTRUCTION CIVIL
RRKAB,RRKABEL,R R Kabel Ltd,EQ,INE777K01022,Ram Ratna Group,corporate_group_repository.xlsx,Capital Goods,ind_niftytotalmarket_list.csv,R R Kabel Ltd.,,,,
RRMAHO,MOHOTAIND,Mohota Industries Limited,BE,INE313D01013,Mohota Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
RSSOFT,RSSOFTWARE,R S Software India Ltd,EQ,INE165B01029,R S Software (India) Group,corporate_group_repository.xlsx,Computers - Software & Consulting,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
RSWRE1,RSWM-RE,Rswm Limited Rights,BE,INE611A20016,,,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
RSYSTE,RSYSTEMS,R Systems International Ltd,EQ,INE411H01032,Blackstone (F) Group,corporate_group_repository.xlsx,Information Technology,ind_NiftySmallcap500_list.csv,R Systems International Ltd.,,,,
RUBINT,RUBFILA,Rubfila International Ltd,EQ,INE642C01025,Finquest Group,corporate_group_repository.xlsx,Rubber,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Rubber
RUBMIL,RUBYMILLS,Ruby Mills Ltd,EQ,INE301D01026,Ruby Mills Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
RUBRES,RUBICON,Rubicon Research Limited,EQ,INE506V01022,,,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
RUCINF,RUCHINFRA,Ruchi Infrastructure Ltd,EQ,INE413B01023,Ruchi Infra Group,corporate_group_repository.xlsx,Diversified Commercial Services,nse_getSymbolData.basicIndustry,,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
RUCPAP,RUCHIRA,Ruchira Papers Ltd,EQ,INE803H01014,Ruchira Papers Group,corporate_group_repository.xlsx,Paper & Paper Products,nse_getSymbolData.basicIndustry,,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
RUCSOY,PATANJALI,Patanjali Foods Limited,EQ,INE619A01035,Patanjali Group,corporate_group_repository.xlsx,Fast Moving Consumer Goods,ind_niftytotalmarket_list.csv,Patanjali Foods Ltd.,,,,
RUCSTR,RUCHISTRIP,Imec Services Limited,EQ,INE611C01020,,,,,,,,,
RUDENT,REPL,Rudrabhishek Enterprises Ltd,EQ,INE364Z01019,REPL Group,corporate_group_repository.xlsx,Real Estate related services,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Realty,Realty,Real Estate related services
RUPACO,RUPA,Rupa & Company Limited,EQ,INE895B01021,Rupa group,corporate_group_repository.xlsx,Garments & Apparels,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
RUPIMP,RUPANGIMPX,Rupangi Impex Ltd,EQ,INE766B01024,,,,,,,,,
RURELE,RECLTD,Rec Limited,EQ,INE020B01018,Rec  Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,REC Ltd.,,,,
RUROFS,RUROFS,Rural Electrification Corp Ofs,EQ,INE000000093,,,,,,,,,
RUSDEC,RUSHIL,Rushil Decor Limited,EQ,INE573K01025,,,Plywood Boards/ Laminates,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
RUSRE1,RUSHI-RE1,Rushil Decor Rights Entitlemen,BE,INE573K20025,,,Plywood Boards/ Laminates,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
SAAGRE,SAATVIKGL,Saatvik Green Energy Ltd,EQ,INE13B501022,,,Other Electrical Equipment,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
SABEVE,SABEVENTS,Sab Events Gov Now Media Ltd,BE,INE860T01019,Sri Adhikari Brothers Group,corporate_group_repository.xlsx,,,,,,,
SABORG,SABERORGAN,Sabero Organics Gujarat Ltd,EQ,INE243A01018,Murugappa Group,corporate_group_repository.xlsx,PESTICIDES AND AGROCHEMICALS,nse_getSymbolData.basicIndustry,,COMMODITIES,FERTILISERS & PESTICIDES,PESTICIDES,PESTICIDES AND AGROCHEMICALS
SADENG,SADBHAV,Sadbhav Engineering Limited,BE,INE226H01026,Sadbhav Group,corporate_group_repository.xlsx,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
SADINF,SADBHIN,Sadbhav Infrastructure Project,EQ,INE764L01010,Sadbhav Group,corporate_group_repository.xlsx,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
SADNIT,SADHNANIQ,Sadhana Nitrochem Ltd,EQ,INE888C01040,Sadhana Nitro Chem Group,corporate_group_repository.xlsx,Commodity Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SADRE1,SADHNA-RE,Sadhana Nitro Chem Limited Re,BE,INE888C20024,,,Commodity Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SAERE1,SARVES-RE,Sarveshwar Foods Ltd Re,BE,INE324X20018,,,Other Agricultural Products,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SAFIND,SAFARI,Safari Industries India Ltd,EQ,INE429E01023,Safari group,corporate_group_repository.xlsx,Consumer Durables,ind_niftytotalmarket_list.csv,Safari Industries (India) Ltd.,,,,
SAGALL,SAGARDEEP,Sagardeep Alloys Limited,EQ,INE976T01013,Sagardeep Group,corporate_group_repository.xlsx,Aluminium Copper & Zinc Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products
SAGCEM,SAGCEM,Sagar Cements Ltd,EQ,INE229C01021,Sagar Group,corporate_group_repository.xlsx,Cement & Cement Products,nse_getSymbolData.basicIndustry,,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
SAGINI,SAGILITY,Sagility Limited,EQ,INE0W2G01015,,,Information Technology,ind_niftytotalmarket_list.csv,Sagility Ltd.,,,,
SAGRE1,SANG-RE,Sanginita Chemicals Limited Re,BE,INE753W20010,,,Specialty Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SAHCRE,BESTAGRO,Best Agrolife Limited,BE,INE052T01021,,,Pesticides & Agrochemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
SAHPOL,AERONEU,Aeroflex Neu Limited,EQ,INE035801013,Sat Group,corporate_group_repository.xlsx,Packaging,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Packaging
SAHYIN,SAHYADRI,Sahyadri Industries Limited,EQ,INE280H01015,Patel Group,corporate_group_repository.xlsx,Other Construction Materials,nse_getSymbolData.basicIndustry,,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
SAIL,SAIL,Steel Authority Of India Ltd,EQ,INE114A01011,SAIL Group,corporate_group_repository.xlsx,Metals & Mining,ind_niftytotalmarket_list.csv,Steel Authority of India Ltd.,,,,
SAILIF,SAILIFE,Sai Life Sciences Limited,EQ,INE570L01029,,,Healthcare,ind_niftytotalmarket_list.csv,Sai Life Sciences Ltd.,,,,
SAISIK,KALAMANDIR,Sai Silks Kalamandir Ltd,EQ,INE438K01021,Sai Silks (Kalamandir) Group,corporate_group_repository.xlsx,Speciality Retail,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
SAITEL,SAITELE,Sai Television Ltd.,EQ,INE294C01017,,,,,,,,,
SAKEXI,TEMBO,Tembo Global Industries Ltd,EQ,INE869Y01010,Tembo Global Inds. Group,corporate_group_repository.xlsx,Iron & Steel Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SAKEXP,SAKUMA,Sakuma Exports Ltd,EQ,INE190H01024,Sakuma Group,corporate_group_repository.xlsx,Trading & Distributors,nse_getSymbolData.basicIndustry,,Services,Services,Commercial Services & Supplies,Trading & Distributors
SAKHEA,SAKAR,Sakar Healthcare Limited,EQ,INE732S01012,Sakar Healthcare Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SAKRE1,SAKUMA-RE,Sakuma Exports Limited Re,BE,INE190H20016,,,Trading & Distributors,nse_getSymbolData.basicIndustry,,Services,Services,Commercial Services & Supplies,Trading & Distributors
SAKSOF,SAKSOFT,Saksoft Limited,EQ,INE667G01023,Saksoft Group,corporate_group_repository.xlsx,Computers - Software & Consulting,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
SAKSUG,SAKHTISUG,Sakthi Sugars Ltd,EQ,INE623A01011,Sakthi Group,corporate_group_repository.xlsx,Sugar,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
SALCOT,SALONA,Salona Cotspin Ltd,EQ,INE498E01010,Salona Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SALELE,SALZERELEC,Salzer Electronics Ltd,EQ,INE457F01013,Salzer Group,corporate_group_repository.xlsx,Other Electrical Equipment,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
SALINT,SALORAINTL,Salora International Limited,BE,INE924A01013,Jiwrajka Group,corporate_group_repository.xlsx,CONSUMER ELECTRONICS,nse_getSymbolData.basicIndustry,,CONSUMER,CONSUMER GOODS,CONSUMER DURABLES,CONSUMER ELECTRONICS
SALSTE,SALSTEEL,Sal Steel Ltd,BE,INE658G01014,Shah Alloys Group,corporate_group_repository.xlsx,,,,,,,
SALTEC,SALASAR,Salasar Techno Engineering Ltd,EQ,INE170V01027,Salasar group,corporate_group_repository.xlsx,Industrial Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
SAMCEM,SAMRUDDHI,Samruddhi Cement Limited,EQ,INE676K01018,,,,,,,,,
SAMHOT,SAMHI,Samhi Hotels Ltd,EQ,INE08U801020,Samhi Hotels Group,corporate_group_repository.xlsx,Consumer Services,ind_niftytotalmarket_list.csv,Samhi Hotels Ltd.,,,,
SAMMED,SAMBHAAV,Sambhaav Media Limited,EQ,INE699B01027,Sambhaav Group,corporate_group_repository.xlsx,Electronic Media,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Media,Electronic Media
SAMTEL,SAMTELTD,Samtel India Ltd,EQ,INE538C01017,Samtel Group,corporate_group_repository.xlsx,,,,,,,
SAMTUB,SAMBHV,Sambhv Steel Tubes Limited,EQ,INE12NJ01018,,,Iron & Steel Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SANADV,WAAREERTL,Waaree Renewable Tech Ltd,EQ,INE299N01021,,,Capital Goods,ind_niftytotalmarket_list.csv,Waaree Renewable Technologies Ltd.,,,,
SANASI,SANDVIKAS,Sandvik Asia Ltd,EQ,INE624A01019,,,,,,,,,
SANCHE,SANGINITA,Sanginita Chemicals Limited,BE,INE753W01010,Sanginita Group,corporate_group_repository.xlsx,Specialty Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SANCON,SANOFICONR,Sanofi Consumer Healthcare Ind,EQ,INE0UOS01011,,,Healthcare,ind_niftytotalmarket_list.csv,Sanofi Consumer Healthcare India Ltd.,,,,
SANDES,SANDESH,Sandesh Ltd,EQ,INE583B01015,Sandesh Group,corporate_group_repository.xlsx,Print Media,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Media,Print Media
